1.50E+11,11084,0,0,0,-0.23992,-0.0042936,-0.065806,0.96855
1.50E+11,11085,0,0,0,-0.24145,-0.0036401,-0.066668,0.96811
1.50E+11,11086,0,0,0,-0.24192,-0.0088901,-0.069339,0.96778
1.50E+11,11087,0,0,0,-0.24327,-0.008722,-0.069823,0.9674
1.50E+11,11088,0,0,0,-0.24564,-0.0096346,-0.069796,0.9668
1.50E+11,11089,0,0,0,-0.24614,-0.01012,-0.069972,0.96665
1.50E+11,11090,0,0,0,-0.24468,-0.003896,-0.067849,0.96722
1.50E+11,11091,0,0,0,-0.24478,-0.0045928,-0.068038,0.96718
1.50E+11,11092,0,0,0,-0.24433,-0.0052181,-0.06784,0.9673
1.50E+11,11093,0,0,0,-0.24475,-0.0058605,-0.06796,0.96718
1.50E+11,11094,0,0,0,-0.24475,-0.0060273,-0.06819,0.96717
1.50E+11,11095,0,0,0,-0.24508,-0.0060772,-0.068525,0.96706
1.50E+11,11096,0,0,0,-0.24483,-0.0061123,-0.068498,0.96712
1.50E+11,11097,0,0,0,-0.245,-0.0063289,-0.068759,0.96706
1.50E+11,11098,0,0,0,-0.24534,-0.0065099,-0.0689,0.96696
1.50E+11,11099,0,0,0,-0.2463,-0.0065117,-0.068703,0.96673
1.50E+11,11100,0,0,0,-0.24707,-0.0063246,-0.068842,0.96653
1.50E+11,11101,0,0,0,-0.24837,-0.0063423,-0.068888,0.96619
1.50E+11,11102,0,0,0,-0.24871,-0.006003,-0.068914,0.9661
1.50E+11,11103,0,0,0,-0.25,-0.0056753,-0.069367,0.96574
1.50E+11,11104,0,0,0,-0.25031,-0.0052928,-0.069617,0.96565
1.50E+11,11105,0,0,0,-0.25142,-0.004826,-0.070103,0.96532
1.50E+11,11106,0,0,0,-0.25216,-0.004604,-0.070469,0.9651
1.50E+11,11107,0,0,0,-0.25273,-0.0045878,-0.070656,0.96494
1.50E+11,11108,0,0,0,-0.25362,-0.0043188,-0.071089,0.96468
1.50E+11,11109,0,0,0,-0.25445,-0.0039297,-0.07147,0.96443
1.50E+11,11110,0,0,0,-0.25528,-0.0036668,-0.071577,0.96421
1.50E+11,11111,0,0,0,-0.25776,-0.0038286,-0.071851,0.96353
1.50E+11,11112,0,0,0,-0.25831,-0.0038487,-0.071902,0.96337
1.50E+11,11113,0,0,0,-0.25818,-0.0038451,-0.071944,0.96341
1.50E+11,11114,0,0,0,-0.25816,-0.0041728,-0.072176,0.96339
1.50E+11,11115,0,0,0,-0.25829,-0.0044095,-0.072393,0.96334
1.50E+11,11116,0,0,0,-0.25775,-0.0045318,-0.072758,0.96346
1.50E+11,11117,0,0,0,-0.25725,-0.0044249,-0.073168,0.96356
1.50E+11,11118,0,0,0,-0.25676,-0.0049206,-0.07296,0.9637
1.50E+11,11119,0,0,0,-0.25614,-0.0052821,-0.073258,0.96384
1.50E+11,11120,0,0,0,-0.25557,-0.0059725,-0.072984,0.96401
1.50E+11,11121,0,0,0,-0.25685,-0.0064109,-0.073513,0.96363
1.50E+11,11122,0,0,0,-0.25656,-0.0067021,-0.073162,0.96373
1.50E+11,11123,0,0,0,-0.2568,-0.0061219,-0.072851,0.9637
1.50E+11,11124,0,0,0,-0.25638,-0.0054553,-0.072303,0.96385
1.50E+11,11125,0,0,0,-0.25711,-0.0043919,-0.072224,0.96367
1.50E+11,11126,0,0,0,-0.2578,-0.0030593,-0.072429,0.96347
1.50E+11,11127,0,0,0,-0.25772,-0.0014236,-0.072202,0.96352
1.50E+11,11128,0,0,0,-0.25819,-0.0004145,-0.072553,0.96336
1.50E+11,11129,0,0,0,-0.25862,0.00035528,-0.07269,0.96324
1.50E+11,11130,0,0,0,-0.26014,0.00092065,-0.073403,0.96278
1.50E+11,11131,0,0,0,-0.25842,0.0011,-0.072626,0.9633
1.50E+11,11132,0,0,0,-0.25839,0.00068038,-0.072334,0.96333
1.50E+11,11133,0,0,0,-0.25971,0.00014064,-0.07241,0.96297
1.50E+11,11134,0,0,0,-0.25857,-0.00068087,-0.071456,0.96335
1.50E+11,11135,0,0,0,-0.25834,-0.0011153,-0.07101,0.96344
1.50E+11,11136,0,0,0,-0.25816,-0.0013794,-0.070678,0.96351
1.50E+11,11137,0,0,0,-0.25793,-0.0014725,-0.070406,0.96359
1.50E+11,11138,0,0,0,-0.25792,-0.0015199,-0.070576,0.96358
1.50E+11,11139,0,0,0,-0.25805,-0.0014968,-0.070901,0.96353
1.50E+11,11140,0,0,0,-0.25834,-0.0014945,-0.071351,0.96341
1.50E+11,11141,0,0,0,-0.25816,-0.0012956,-0.071417,0.96346
1.50E+11,11142,0,0,0,-0.25798,-0.00099305,-0.071555,0.9635
1.50E+11,11143,0,0,0,-0.25805,-0.0010422,-0.071775,0.96346
1.50E+11,11144,0,0,0,-0.25769,-0.0010452,-0.071642,0.96357
1.50E+11,11145,0,0,0,-0.25772,-0.0011652,-0.071488,0.96357
1.50E+11,11146,0,0,0,-0.25724,-0.0017005,-0.071024,0.96373
1.50E+11,11147,0,0,0,-0.25743,-0.0015995,-0.07091,0.96369
1.50E+11,11148,0,0,0,-0.25759,-0.0016287,-0.070347,0.96369
1.50E+11,11149,0,0,0,-0.25713,-0.001398,-0.070019,0.96384
1.50E+11,11150,0,0,0,-0.25717,-0.0011036,-0.070038,0.96382
1.50E+11,11151,0,0,0,-0.25768,-0.00075358,-0.070197,0.96368
1.50E+11,11152,0,0,0,-0.25794,-0.00018321,-0.070234,0.96361
1.50E+11,11153,0,0,0,-0.25832,-0.00043697,-0.07052,0.96348
1.50E+11,11154,0,0,0,-0.25824,-0.00030176,-0.070617,0.9635
1.50E+11,11155,0,0,0,-0.25802,-0.00068382,-0.070489,0.96356
1.50E+11,11156,0,0,0,-0.25981,-0.007564,-0.073755,0.96281
1.50E+11,11157,0,0,0,-0.25989,-0.0080297,-0.073452,0.96281
1.50E+11,11158,0,0,0,-0.25994,-0.0082377,-0.072869,0.96284
1.50E+11,11159,0,0,0,-0.26018,-0.0081452,-0.072384,0.96281
1.50E+11,11160,0,0,0,-0.2608,-0.0083203,-0.072309,0.96264
1.50E+11,11161,0,0,0,-0.26144,-0.0087363,-0.072091,0.96248
1.50E+11,11162,0,0,0,-0.262,-0.0083564,-0.072264,0.96232
1.50E+11,11163,0,0,0,-0.26209,-0.0075483,-0.07254,0.96228
1.50E+11,11164,0,0,0,-0.26239,-0.0071683,-0.072994,0.96217
