1193,11.93,-0.516648,2.621742,0.915456,-0.893687,-0.232308,0.01404,0.383615
1194,11.94,-0.519955,2.628501,0.916435,-0.891794,-0.237441,0.011259,0.384966
1195,11.95,-0.522959,2.635035,0.917677,-0.89054,-0.242143,0.009337,0.384992
1196,11.96,-0.525806,2.641489,0.918767,-0.889254,-0.2461,0.007434,0.385496
1197,11.97,-0.52848,2.647977,0.919705,-0.887883,-0.249251,0.005864,0.386656
1198,11.98,-0.531076,2.654317,0.920449,-0.886254,-0.250841,0.005897,0.389355
1199,11.99,-0.533571,2.660887,0.92119,-0.885114,-0.254057,0.003689,0.389891
1200,12,-0.536123,2.667257,0.921795,-0.883969,-0.25678,0.001938,0.390717
1201,12.01,-0.53878,2.673359,0.922272,-0.882796,-0.259524,0.001477,0.391557
1202,12.02,-0.541455,2.679517,0.922814,-0.881991,-0.264659,-0.001735,0.389929
1203,12.03,-0.544364,2.685388,0.92328,-0.880929,-0.269976,-0.004306,0.388663
1204,12.04,-0.547535,2.690997,0.923711,-0.87954,-0.27592,-0.007139,0.387591
1205,12.05,-0.550988,2.696412,0.924072,-0.877202,-0.28239,-0.010001,0.388164
1206,12.06,-0.554669,2.70152,0.924413,-0.874916,-0.289446,-0.012751,0.388046
1207,12.07,-0.558527,2.706358,0.924701,-0.872432,-0.296414,-0.015176,0.388292
1208,12.08,-0.562977,2.711309,0.925331,-0.869021,-0.302444,-0.016555,0.391224
1209,12.09,-0.567325,2.715749,0.925656,-0.865423,-0.309028,-0.018846,0.393941
1210,12.1,-0.5716,2.719945,0.925921,-0.862911,-0.319024,-0.023341,0.391232
1211,12.11,-0.575797,2.72401,0.926184,-0.860004,-0.328184,-0.027981,0.389749
1212,12.12,-0.580428,2.727966,0.926403,-0.855567,-0.336955,-0.031611,0.39175
1213,12.13,-0.584785,2.732134,0.926866,-0.850374,-0.348144,-0.035522,0.392935
1214,12.14,-0.589746,2.73556,0.927189,-0.847372,-0.35701,-0.042407,0.390777
1215,12.15,-0.594238,2.738968,0.927426,-0.843537,-0.366921,-0.047101,0.389353
1216,12.16,-0.598481,2.742331,0.927622,-0.839119,-0.377726,-0.050216,0.388175
1217,12.17,-0.603447,2.745639,0.927704,-0.833564,-0.386946,-0.056169,0.390243
1218,12.18,-0.608156,2.748838,0.927751,-0.828405,-0.396689,-0.060779,0.390754
1219,12.19,-0.612913,2.751844,0.927932,-0.823075,-0.406722,-0.065562,0.390931
1220,12.2,-0.617619,2.75476,0.927856,-0.817669,-0.416482,-0.070473,0.391144
1221,12.21,-0.622508,2.75752,0.928023,-0.811818,-0.426231,-0.0755,0.39189
1222,12.22,-0.627271,2.76017,0.927953,-0.806062,-0.436466,-0.080568,0.391497
1223,12.23,-0.632085,2.762762,0.928037,-0.800759,-0.445896,-0.085153,0.390781
1224,12.24,-0.636999,2.765293,0.928135,-0.796015,-0.453665,-0.088776,0.390727
1225,12.25,-0.64176,2.767774,0.928377,-0.790621,-0.462462,-0.092887,0.39041
1226,12.26,-0.646621,2.770302,0.928743,-0.784395,-0.470838,-0.097134,0.391921
1227,12.27,-0.651237,2.772971,0.928999,-0.779102,-0.479418,-0.100957,0.391108
1228,12.28,-0.65591,2.775416,0.929357,-0.774203,-0.48716,-0.104893,0.390234
1229,12.29,-0.660367,2.77807,0.929511,-0.769544,-0.495512,-0.109667,0.387612
1230,12.3,-0.664691,2.780217,0.929494,-0.765274,-0.504525,-0.112354,0.383648
1231,12.31,-0.669231,2.782772,0.929464,-0.760262,-0.512851,-0.115688,0.381578
1232,12.32,-0.673779,2.785346,0.929445,-0.75459,-0.520467,-0.119532,0.38134
1233,12.33,-0.678439,2.787933,0.929179,-0.749599,-0.527967,-0.123046,0.379752
1234,12.34,-0.683338,2.790493,0.928998,-0.744232,-0.535007,-0.126378,0.379361
1235,12.35,-0.688015,2.793088,0.92853,-0.739456,-0.542447,-0.128618,0.377378
1236,12.36,-0.69293,2.795648,0.928095,-0.734579,-0.549571,-0.130857,0.375822
1237,12.37,-0.697926,2.798329,0.927461,-0.729484,-0.556659,-0.132876,0.374604
1238,12.38,-0.703125,2.801029,0.926718,-0.725232,-0.562749,-0.135027,0.372987
1239,12.39,-0.7082,2.803745,0.926176,-0.71923,-0.569485,-0.136772,0.373749
1240,12.4,-0.713479,2.806661,0.925555,-0.713823,-0.575596,-0.138466,0.37413
